SampleNumber,Compound,Sample Text,Type,Std. Conc,RT,Area,IS Area,S/N,Response,Conc_micromolar,%Rec,Detection Flags,Threshold
69,Aztreonam,Sample_5135,Analyte,,2.75,49.517,133656.125,19.135,0,0.0411,,bb,10
70,Aztreonam,Sample_13334,Analyte,,,,37294.91,,,,,MM-,10
71,Aztreonam,Sample_9246,Analyte,,2.75,67507.844,60996.668,911.822,1.107,9.0719,,bb,10
72,Aztreonam,Sample_4136,Analyte,,,,48945.879,,,,,,10
73,Aztreonam,Sample_11157,Analyte,,2.77,9668.192,52875.77,493.364,0.183,3.2854,,bb,10
74,Aztreonam,Sample_15138,Analyte,,,,46609.473,,,,,MM-,10
75,Aztreonam,Sample_11160,Analyte,,2.73,3427.544,42042.543,821.933,0.082,1.997,,bb,10
76,Aztreonam,Sample_5137,Analyte,,,,60462.066,,,,,,10
77,Aztreonam,WaterBlank14,Blank,,,,518.068,,,,,,10
78,Aztreonam,WaterBlank15,Blank,,2.53,0.807,140.98,2.231,0.006,0.2857,,bb,10
79,Aztreonam,Sample_1363,Analyte,,,,21296.447,,,,,,10
80,Aztreonam,Sample_6489,Analyte,,2.79,141.48,37417.59,257.64,0.004,0.2039,,bb,10
81,Aztreonam,Sample_9251,Analyte,,2.73,68504.727,49997.758,732.421,1.37,10.176,,bb,10
82,Aztreonam,Sample_9042,Analyte,,2.77,7965.178,59540.941,169.377,0.134,2.7209,,bb,10
83,Aztreonam,Sample_1055,Analyte,,2.77,92.986,19114.42,210.373,0.005,0.2503,,bb,10
84,Aztreonam,Sample_1059,Analyte,,2.77,7759.458,20288.83,269.103,0.382,5.0435,,bb,10
85,Aztreonam,Sample_6495,Analyte,,2.79,62426.305,36048.414,3114.834,1.732,11.5316,,bb,10
86,Aztreonam,Sample_12293,Analyte,,2.69,1.424,95556.391,1.912,0,0.0223,,bb,10
87,Aztreonam,Sample_12296,Analyte,,2.57,9.389,43887.121,3.324,0,0.0329,,MM,10
88,Aztreonam,Sample_13284,Analyte,,,,36703.402,,,,,MM-,10
89,Aztreonam,WaterBlank16,Blank,,2.75,1.431,160.65,1.715,0.009,0.4077,,bb,10
90,Aztreonam,WaterBlank17,Blank,,2.48,0.771,61.132,1.272,0.013,0.5356,,bb,10
91,Aztreonam,Sample_1360,Analyte,,,,33146.063,,,,,MM-,10
92,Aztreonam,Sample_9083,Analyte,,,,43269.895,,,,,MM-,10
93,Aztreonam,Sample_5305,Analyte,,,,56575.578,,,,,MM-,10
94,Aztreonam,Sample_13354,Analyte,,,,42401.309,,,,,MM-,10
95,Aztreonam,Sample_11181,Analyte,,,,40095.98,,,,,MM-,10
96,Aztreonam,Sample_8324,Analyte,,,,37171.34,,,,,MM-,10
97,Aztreonam,Sample_12269,Analyte,,,,68534.453,,,,,MM-,10
98,Aztreonam,Sample_9081,Analyte,,,,109107.469,,,,,MM-,10
99,Aztreonam,Sample_10155,Analyte,,,,30640.73,,,,,MM-,10
100,Aztreonam,Sample_5335,Analyte,,,,93233.406,,,,,MM-,10
101,Aztreonam,WaterBlank18,Blank,,,,89.958,,,,,,10
102,Aztreonam,WaterBlank19,Blank,,,,72.574,,,,,,10
103,Aztreonam,Sample_15141,Analyte,,,,19090.936,,,,,MM-,10
104,Aztreonam,Sample_12291,Analyte,,,,74458.102,,,,,MM-,10
105,Aztreonam,Sample_1359,Analyte,,,,19844.846,,,,,MM-,10
106,Aztreonam,Sample_10139,Analyte,,,,32302.51,,,,,MM-,10
107,Aztreonam,Sample_6516,Analyte,,,,25595.715,,,,,MM-,10
108,Aztreonam,Sample_9084,Analyte,,,,86218.25,,,,,MM-,10
109,Aztreonam,Sample_5550,Analyte,,,,81993.383,,,,,,10
110,Aztreonam,Sample_6493,Analyte,,2.75,7247.816,23425.256,575.113,0.309,4.4687,,bb,10
111,Aztreonam,Sample_9041,Analyte,,2.71,389804.969,43401.754,1870.566,8.981,27.2243,,bb,10
112,Aztreonam,Sample_15159,Analyte,,,,23983.383,,,,,MM!-,10
113,Aztreonam,WaterBlank20,Blank,,2.51,20.227,11.907,7.085,1.699,11.4142,,bb,10
114,Aztreonam,WaterBlank21,Blank,,2.69,1.249,55.121,1.163,0.023,0.8327,,bb,10
115,Aztreonam,Sample_13332,Analyte,,2.77,66.356,26000.984,15.26,0.003,0.1485,,bb,10
116,Aztreonam,Sample_15136,Analyte,,,,22803.168,,,,,MM-,10
117,Aztreonam,Sample_1361,Analyte,,,,14572.088,,,,,MM-,10
118,Aztreonam,Sample_4135,Analyte,,2.79,2.874,95985.148,3.647,0,0.0231,,bb,10
119,Aztreonam,Sample_8305,Analyte,,2.75,91.143,28319.887,39.257,0.003,0.1789,,bb,10
120,Aztreonam,WaterBlank22,Blank,,,,196.049,,,,,,10
121,Aztreonam,QC2_10uMPOOL,Analyte,,2.73,35551.277,37.166,509.695,956.554,288.2233,,bb,10
122,Aztreonam,WaterBlank23,Blank,,,,,,,,,,10
123,Aztreonam,WaterBlank24,Blank,,,,17.431,,,,,,10
124,Aztreonam,WaterBlank25,Blank,,2.65,0.387,12.679,1.604,0.031,1.0318,,bb,10
125,Aztreonam,Sample_4159,Analyte,,,,38302.035,,,,,,10
126,Aztreonam,Sample_6491,Analyte,,2.69,176574.109,19074.754,1130.325,9.257,27.6506,,bb,10
127,Aztreonam,Sample_5574,Analyte,,,,58461.988,,,,,,10
128,Aztreonam,Sample_1158,Analyte,,,,27956.119,,,,,MM-,10
129,Aztreonam,Sample_5333,Analyte,,,,55327.539,,,,,MM-,10
130,Aztreonam,Sample_11180,Analyte,,,,22181.33,,,,,MM-,10
131,Aztreonam,Sample_13357,Analyte,,,,41006.992,,,,,MM-,10
132,Aztreonam,Sample_15140,Analyte,,,,46579.809,,,,,MM-,10
133,Aztreonam,Sample_15134,Analyte,,,,27429.299,,,,,MM-,10
134,Aztreonam,Sample_8304,Analyte,,,,73113.711,,,,,MM-,10
135,Aztreonam,WaterBlank26,Blank,,,,76.619,,,,,,10
136,Aztreonam,WaterBlank27,Blank,,,,,,,,,,10
137,Aztreonam,Sample_11185,Analyte,,,,24842.893,,,,,MM-,10
138,Aztreonam,Sample_15158,Analyte,,,,26110.451,,,,,MM-,10
139,Aztreonam,Sample_13288,Analyte,,,,16664.934,,,,,MM-,10
140,Aztreonam,Sample_1034,Analyte,,,,24064.23,,,,,MM-,10
141,Aztreonam,Sample_9284,Analyte,,,,80696.258,,,,,MM-,10
142,Aztreonam,Sample_4139,Analyte,,,,35234.344,,,,,MM-,10
143,Aztreonam,Sample_1159,Analyte,,,,18322.385,,,,,MM-,10
144,Aztreonam,Sample_5336,Analyte,,,,82725.734,,,,,MM-,10
145,Aztreonam,Sample_1160,Analyte,,2.51,1.99,109.199,2.713,0.018,0.7088,,bb,10
146,Aztreonam,Sample_1362,Analyte,,2.71,0.051,,0.226,,,,bb,10
147,Aztreonam,WaterBlank28,Blank,,2.57,0.069,31.041,0.631,0.002,0.1331,,bb,10
148,Aztreonam,WaterBlank29,Blank,,2.63,0.041,53.814,0.3,0.001,0.0614,,bb,10
149,Aztreonam,Sample_8330,Analyte,,,,37730.41,,,,,MM-,10
150,Aztreonam,Sample_11186,Analyte,,,,20312.977,,,,,MM-,10
151,Aztreonam,Sample_5572,Analyte,,,,44631.547,,,,,MM-,10
152,Aztreonam,Sample_13283,Analyte,,,,21985.393,,,,,MM-,10
153,Aztreonam,Sample_8331,Analyte,,,,52630.934,,,,,MM-,10
154,Aztreonam,Sample_1038,Analyte,,,,36097.316,,,,,MM-,10
155,Aztreonam,Sample_6496,Analyte,,,,21698.15,,,,,MM-,10
156,Aztreonam,Sample_5551,Analyte,,2.59,0.387,82308.773,0.906,0,0.0217,,bb,10
157,Aztreonam,Sample_13356,Analyte,,,,16826.762,,,,,MM-,10
158,Aztreonam,Sample_5549,Analyte,,2.51,0.297,69537.031,0.857,0,0.0217,,bb,10
159,Aztreonam,WaterBlank30,Blank,,,,,,,,,,10
160,Aztreonam,WaterBlank31,Blank,,,,73.677,,,,,,10
161,Aztreonam,Sample_12267,Analyte,,,,40641.684,,,,,MM-,10
162,Aztreonam,Sample_9282,Analyte,,,,62037.93,,,,,MM-,10
163,Aztreonam,Sample_1161,Analyte,,2.73,35.035,17137.713,63.045,0.002,0.1246,,bb,10
164,Aztreonam,Sample_6490,Analyte,,,,29469.74,,,,,MM-,10
165,Aztreonam,Sample_1054,Analyte,,,,15377.688,,,,,MM-,10
166,Aztreonam,Sample_15162,Analyte,,,,21342.223,,,,,MM-,10
167,Aztreonam,Sample_5113,Analyte,,,,28903.6,,,,,MM-,10
168,Aztreonam,Sample_4155,Analyte,,,,22093.213,,,,,MM-,10
169,Aztreonam,Sample_9043,Analyte,,2.75,56751.313,57825.824,3526.271,0.981,8.5007,,bb,10
170,Aztreonam,Sample_1140,Analyte,,,,20576.936,,,,,MM-,10
171,Aztreonam,WaterBlank32,Blank,,,,55.412,,,,,,10
172,Aztreonam,WaterBlank33,Blank,,2.75,5.623,,2.539,,,,bb,10
173,Aztreonam,Sample_5136,Analyte,,2.75,0.828,31150.615,1.661,0,0.0229,,bb,10
174,Aztreonam,Sample_5570,Analyte,,2.77,0.518,35493.852,0.967,0,0.0223,,bb,10
175,Aztreonam,Sample_8325,Analyte,,,,15389.06,,,,,MM-,10
176,Aztreonam,Sample_11162,Analyte,,2.73,72.704,28536.197,180.013,0.003,0.1483,,bb,10
177,Aztreonam,WaterBlank34,Blank,,2.67,2.324,94.686,2.628,0.025,0.8826,,bb,10
178,Aztreonam,QC3_10uMPOOL,Analyte,,2.71,19143.02,,311.174,,,,bb,10
179,Aztreonam,WaterBlank35,Blank,,2.65,23.203,10.68,5.184,2.173,13.0052,,bb,10
180,Aztreonam,WaterBlank36,Blank,,2.65,1.581,10.96,0.617,0.144,2.8488,,bb,10
181,Aztreonam,Sample_4140,Analyte,,,,25845.703,,,,,MM-,10
182,Aztreonam,Sample_11187,Analyte,,,,14056.108,,,,,MM-,10
183,Aztreonam,Sample_9250,Analyte,,2.69,81.153,23199.529,12.872,0.003,0.1914,,bb,10
184,Aztreonam,Sample_12294,Analyte,,2.48,3.396,29615.811,3.151,0,0.0276,,bb,10
185,Aztreonam,Sample_6515,Analyte,,2.73,59.072,16923.809,62.482,0.003,0.191,,bb,10
186,Aztreonam,Sample_4138,Analyte,,,,28666.744,,,,,MM-,10
187,Aztreonam,Sample_13355,Analyte,,,,19110.221,,,,,MM-,10
188,Aztreonam,Sample_9285,Analyte,,,,22101.307,,,,,,10
189,Aztreonam,Sample_6494,Analyte,,2.71,8907.102,14697.289,486.305,0.606,6.5276,,bb,10
190,Aztreonam,Sample_5332,Analyte,,2.46,4.117,36103.133,0.911,0,0.0276,,bb,10
191,Aztreonam,WaterBlank37,Blank,,2.77,19.538,60.023,1.406,0.326,4.6007,,bb,10
192,Aztreonam,WaterBlank38,Blank,,,,31.94,,,,,,10
193,Aztreonam,Sample_5138,Analyte,,,,43840.012,,,,,MM-,10
194,Aztreonam,Sample_9247,Analyte,,2.71,627.888,18504.961,29.347,0.034,1.1116,,bb,10
195,Aztreonam,Sample_10159,Analyte,,,,12266.36,,,,,MM-,10
196,Aztreonam,Sample_13286,Analyte,,,,14825.206,,,,,MM-,10
197,Aztreonam,Sample_4156,Analyte,,2.67,0.065,12015.424,0.504,0,0.0218,,bb,10
198,Aztreonam,Sample_6513,Analyte,,2.77,21.846,19241.279,49.627,0.001,0.0803,,bb,10
199,Aztreonam,Sample_9040,Analyte,,2.71,3124.879,18703.441,496.281,0.167,3.1129,,bb,10
200,Aztreonam,Sample_11182,Analyte,,,,8961.552,,,,,MM-,10
201,Aztreonam,Sample_9038,Analyte,,2.65,116.074,12247.778,62.016,0.009,0.4282,,bb,10
202,Aztreonam,Sample_1310,Analyte,,,,10151.489,,,,,,10
203,Aztreonam,WaterBlank39,Blank,,2.65,0.475,6.878,1.788,0.069,1.7946,,bb,10
204,Aztreonam,WaterBlank40,Blank,,,,3.883,,,,,,10
205,Aztreonam,Sample_4158,Analyte,,,,13647.17,,,,,,10
206,Aztreonam,Sample_10141,Analyte,,,,6269.53,,,,,MM-,10
207,Aztreonam,Sample_8303,Analyte,,,,10721.477,,,,,,10
208,Aztreonam,Sample_5575,Analyte,,,,13921.691,,,,,MM-,10
209,Aztreonam,Sample_5111,Analyte,,,,13549.191,,,,,,10
210,Aztreonam,Sample_12292,Analyte,,,,11329.024,,,,,,10
211,Aztreonam,Sample_9286,Analyte,,2.55,0.628,10904.641,2.012,0,0.0246,,bb,10
212,Aztreonam,Sample_11158,Analyte,,2.51,1.003,13490.688,1.985,0,0.0255,,bb,10
213,Aztreonam,Sample_1137,Analyte,,,,8481.03,,,,,MM-,10
214,Aztreonam,Sample_8327,Analyte,,,,10719.852,,,,,MM-,10
215,Aztreonam,WaterBlank41,Blank,,,,33.707,,,,,,10
216,Aztreonam,WaterBlank42,Blank,,2.71,0.037,,0.226,,,,bb,10
217,Aztreonam,Sample_9287,Analyte,,,,21657.477,,,,,MM-,10
218,Aztreonam,Sample_13287,Analyte,,,,17850.375,,,,,,10
219,Aztreonam,Sample_1138,Analyte,,,,7812.412,,,,,MM-,10
220,Aztreonam,Sample_15137,Analyte,,,,10676.276,,,,,MM-,10
221,Aztreonam,Sample_1141,Analyte,,,,10596.575,,,,,MM-,10
222,Aztreonam,Sample_8307,Analyte,,,,20167.387,,,,,MM-,10
223,Aztreonam,Sample_11161,Analyte,,,,21482.715,,,,,MM-,10
224,Aztreonam,Sample_9249,Analyte,,,,20333.33,,,,,MM-,10
225,Aztreonam,Sample_12295,Analyte,,2.63,0.762,22498.555,1.809,0,0.0233,,bb,10
226,Aztreonam,Sample_5547,Analyte,,,,21432.041,,,,,MM-,10
227,Aztreonam,WaterBlank43,Blank,,2.77,0.338,122.453,1.131,0.003,0.1581,,bb,10
228,Aztreonam,WaterBlank44,Blank,,2.65,0.086,10.754,0.491,0.008,0.3741,,bb,10
229,Aztreonam,Sample_9085,Analyte,,2.71,1.256,18960.334,2.657,0,0.025,,bb,10
230,Aztreonam,Sample_13309,Analyte,,,,16439.961,,,,,MM-,10
231,Aztreonam,Sample_4154,Analyte,,,,12633.953,,,,,MM-,10
232,Aztreonam,Sample_6492,Analyte,,2.65,3313.229,,162.984,,,,bb,10
233,Aztreonam,Sample_1036,Analyte,,,,11590.142,,,,,,10
1,Cefepime,WaterBlank1,Blank,,0.89,0.518,,1.768,,,,bb,10
2,Cefepime,WaterBlank2,Blank,,,,1.131,,,,,,10
3,Cefepime,Sample_12270,Analyte,,,,29266.48,,,,,,10
4,Cefepime,WaterBlank1a,Blank,,,,425.843,,,,,,10
5,Cefepime,WaterBlank2a,Blank,,,,123.805,,,,,,10
6,Cefepime,Water_ABS_0,Standard,0,,,204892.938,,,,,,10
7,Cefepime,Water_ABS_140,Standard,0.014,,,206415.984,,,,,,10
8,Cefepime,Water_ABS_410,Standard,0.041,0.63,0.149,210472.047,0.22,0,0.2499,609.5,bb,10
9,Cefepime,Water_ABS_1230,Standard,0.123,,,227687.344,,,,,,10
10,Cefepime,Water_ABS_3700,Standard,0.37,,,239528.156,,,,,,10
11,Cefepime,Water_ABS_1000,Standard,1.1,0.71,0.636,90629.641,1.74,0,0.4383,39.8,bb,10
12,Cefepime,Water_ABS_3000,Standard,3.3,0.75,48.536,62678.156,120.505,0.001,3.4749,105.3,bb,10
13,Cefepime,Water_ABS_10000,Standard,10,0.77,183.299,27586.045,342.07,0.007,9.9857,99.9,bb,10
14,Cefepime,WaterBlank1b,Blank,,0.77,0.501,,2.235,,,,bb,10
15,Cefepime,WaterBlank2b,Blank,,0.87,2.833,191.768,3.37,0.015,14.841,,bb,10
16,Cefepime,WaterBlank3b,Blank,,0.94,1.027,149.732,3.024,0.007,10.1439,,bb,10
17,Cefepime,Minus80aliquot,Analyte,,0.79,163.997,31.327,27.97,5.235,277.6267,,bb,10
18,Cefepime,WaterBlank1A,Blank,,,,174.053,,,,,,10
19,Cefepime,WaterBlank2A,Blank,,,,73.542,,,,,,10
20,Cefepime,WaterBlank3A,Blank,,,,68.098,,,,,,10
21,Cefepime,Sample_15139,Analyte,,,,11411.595,,,,,,10
22,Cefepime,Sample_5307,Analyte,,,,25854.27,,,,,,10
23,Cefepime,Sample_6517,Analyte,,0.87,0.856,13785.994,1.127,0,1.0601,,bb,10
24,Cefepime,Sample_5573,Analyte,,0.75,1.692,24188.506,0.867,0,1.1184,,bb,10
25,Cefepime,Sample_1163,Analyte,,,,6670.938,,,,,,10
26,Cefepime,Sample_5331,Analyte,,0.67,0.082,45836.891,0.249,0,0.2954,,bb,10
27,Cefepime,Sample_9039,Analyte,,,,22205.172,,,,,,10
28,Cefepime,Sample_5548,Analyte,,0.69,2.207,69920.133,1.079,0,0.7884,,bb,10
29,Cefepime,Sample_5552,Analyte,,0.83,0.817,75430.938,0.366,0,0.5125,,bb,10
30,Cefepime,Sample_13359,Analyte,,0.63,1.46,64806.246,2.873,0,0.6843,,bb,10
31,Cefepime,WaterBlank4,Blank,,0.65,0.51,147.531,1.663,0.003,7.2302,,bb,10
32,Cefepime,WaterBlank5,Blank,,0.92,0.045,156.813,0.233,0,2.1555,,bb,10
33,Cefepime,Sample_13285,Analyte,,,,18907.098,,,,,MM-,10
34,Cefepime,Sample_1033,Analyte,,,,,,,,,MM-,10
35,Cefepime,Sample_1142,Analyte,,,,13526.746,,,,,MM-,10
36,Cefepime,Sample_9080,Analyte,,0.59,1.906,25267.537,1.054,0,1.1572,,bb,10
37,Cefepime,Sample_1162,Analyte,,0.61,4.985,16340.2,3.734,0,2.2193,,bb,10
38,Cefepime,Sample_4157,Analyte,,,,32103.775,,,,,,10
39,Cefepime,Sample_1035,Analyte,,0.77,15.688,32588.418,12.945,0,2.7614,,bb,10
40,Cefepime,Sample_5306,Analyte,,0.83,0.391,39020.004,1.597,0,0.4979,,bb,10
41,Cefepime,Sample_8329,Analyte,,,,22160.92,,,,,,10
42,Cefepime,Sample_9283,Analyte,,,,51937.453,,,,,MM-,10
43,Cefepime,WaterBlank6,Blank,,,,248.854,,,,,MM-,10
44,Cefepime,WaterBlank7,Blank,,0.63,0.089,197.155,0.519,0,2.6773,,bb,10
45,Cefepime,Sample_6512,Analyte,,0.69,1.561,50962.113,2.018,0,0.7784,,bb,10
46,Cefepime,Sample_9248,Analyte,,0.79,0.807,56290.375,1.498,0,0.5706,,bb,10
47,Cefepime,Sample_6510,Analyte,,0.69,2.255,70865.492,0.554,0,0.7911,,bb,10
48,Cefepime,Sample_9082,Analyte,,0.87,0.935,80256.336,1.168,0,0.5268,,bb,10
49,Cefepime,Sample_1056,Analyte,,1.08,0.801,51066.941,2.373,0,0.5911,,MM!,10
50,Cefepime,Sample_13358,Analyte,,,,22582.023,,,,,MM-,10
51,Cefepime,Sample_13333,Analyte,,0.59,2.716,35908.773,2.969,0,1.1586,,bb,10
52,Cefepime,Sample_4137,Analyte,,,,68097.977,,,,,,10
53,Cefepime,Sample_5110,Analyte,,0.75,1.396,100895.078,3.305,0,0.5628,,bb,10
54,Cefepime,Sample_11159,Analyte,,0.67,0.469,46000.02,0.194,0,0.5011,,bb,10
55,Cefepime,WaterBlank8,Blank,,,,285.384,,,,,,10
56,Cefepime,WaterBlank9,Blank,,,,265.021,,,,,,10
57,Cefepime,Sample_8308,Analyte,,,,48629.883,,,,,MM-,10
58,Cefepime,Sample_8306,Analyte,,,,42392.855,,,,,MM!-,10
59,Cefepime,Sample_10138,Analyte,,,,62184.438,,,,,,10
60,Cefepime,Sample_1058,Analyte,,0.83,0.599,27546.477,1.707,0,0.6744,,bb,10
61,Cefepime,Sample_5571,Analyte,,0.63,0.122,106259.242,0.386,0,0.2699,,bb,10
62,Cefepime,Sample_5112,Analyte,,,,125506.648,,,,,,10
63,Cefepime,WaterBlank10,Blank,,,,159.776,,,,,,10
64,Cefepime,QC1_10uMPOOL,Analyte,,0.77,211.544,39.84,615.08,5.31,279.6033,,bb,10
65,Cefepime,WaterBlank11,Blank,,,,82.183,,,,,,10
66,Cefepime,WaterBlank12,Blank,,,,44.363,,,,,,10
67,Cefepime,Sample_15155,Analyte,,,,38866.934,,,,,MM!-,10
68,Cefepime,Sample_5334,Analyte,,,,53975.875,,,,,MM-,10
69,Cefepime,Sample_5135,Analyte,,,,133656.125,,,,,MM-,10
70,Cefepime,Sample_13334,Analyte,,0.77,1.235,37294.91,1.254,0,0.8047,,bb,10
71,Cefepime,Sample_9246,Analyte,,0.87,3.102,60996.668,2.272,0,0.97,,bb,10
72,Cefepime,Sample_4136,Analyte,,,,48945.879,,,,,,10
73,Cefepime,Sample_11157,Analyte,,,,52875.77,,,,,MM-,10
74,Cefepime,Sample_15138,Analyte,,0.87,1.301,46609.473,0.391,0,0.7484,,bb,10
75,Cefepime,Sample_11160,Analyte,,,,42042.543,,,,,MM-,10
76,Cefepime,Sample_5137,Analyte,,,,60462.066,,,,,,10
77,Cefepime,WaterBlank14,Blank,,,,518.068,,,,,,10
78,Cefepime,WaterBlank15,Blank,,,,140.98,,,,,,10
79,Cefepime,Sample_1363,Analyte,,,,21296.447,,,,,MM-,10
80,Cefepime,Sample_6489,Analyte,,0.69,5.014,37417.59,3.169,0,1.5063,,bb,10
81,Cefepime,Sample_9251,Analyte,,,,49997.758,,,,,MM-,10
82,Cefepime,Sample_9042,Analyte,,0.71,1.671,59540.941,2.879,0,0.7501,,bb,10
83,Cefepime,Sample_1055,Analyte,,0.71,11.37,19114.42,1.218,0.001,3.0581,,bb,10
84,Cefepime,Sample_1059,Analyte,,,,20288.83,,,,,MM-,10
85,Cefepime,Sample_6495,Analyte,,,,36048.414,,,,,MM!-,10
86,Cefepime,Sample_12293,Analyte,,0.85,0.809,95556.391,0.681,0,0.4682,,bb,10
87,Cefepime,Sample_12296,Analyte,,,,43887.121,,,,,,10
88,Cefepime,Sample_13284,Analyte,,0.69,7.438,36703.402,2.033,0,1.8281,,bb,10
89,Cefepime,WaterBlank16,Blank,,0.83,0.136,160.65,0.74,0.001,3.6287,,bb,10
90,Cefepime,WaterBlank17,Blank,,0.71,0.385,61.132,1.169,0.006,9.7243,,bb,10
91,Cefepime,Sample_1360,Analyte,,,,33146.063,,,,,MM-,10
92,Cefepime,Sample_9083,Analyte,,,,43269.895,,,,,MM-,10
93,Cefepime,Sample_5305,Analyte,,0.67,0.041,56575.578,0.065,0,0.2507,,bb,10
94,Cefepime,Sample_13354,Analyte,,0.65,1.602,42401.309,1.091,0,0.8517,,bb,10
95,Cefepime,Sample_11181,Analyte,,0.69,0.189,40095.98,1.381,0,0.3842,,bb,10
96,Cefepime,Sample_8324,Analyte,,,,37171.34,,,,,MM-,10
97,Cefepime,Sample_12269,Analyte,,0.77,0.934,68534.453,0.738,0,0.5595,,bb,10
98,Cefepime,Sample_9081,Analyte,,0.73,1.419,109107.469,3.108,0,0.5494,,bb,10
99,Cefepime,Sample_10155,Analyte,,,,30640.73,,,,,MM-,10
100,Cefepime,Sample_5335,Analyte,,,,93233.406,,,,,MM-,10
101,Cefepime,WaterBlank18,Blank,,,,89.958,,,,,,10
102,Cefepime,WaterBlank19,Blank,,0.61,0.469,72.574,1.897,0.006,9.8492,,bb,10
103,Cefepime,Sample_15141,Analyte,,,,19090.936,,,,,,10
104,Cefepime,Sample_12291,Analyte,,0.75,0.051,74458.102,0.224,0,0.2488,,bb,10
105,Cefepime,Sample_1359,Analyte,,,,19844.846,,,,,,10
106,Cefepime,Sample_10139,Analyte,,,,32302.51,,,,,,10
107,Cefepime,Sample_6516,Analyte,,,,25595.715,,,,,,10
108,Cefepime,Sample_9084,Analyte,,,,86218.25,,,,,,10
109,Cefepime,Sample_5550,Analyte,,0.75,0.893,81993.383,0.568,0,0.5136,,bb,10
110,Cefepime,Sample_6493,Analyte,,0.59,3.219,23425.256,2.877,0,1.524,,bb,10
111,Cefepime,Sample_9041,Analyte,,0.69,0.595,43401.754,1.743,0,0.5607,,bb,10
112,Cefepime,Sample_15159,Analyte,,0.61,10.996,23983.383,2.497,0,2.6973,,bb,10
113,Cefepime,WaterBlank20,Blank,,,,11.907,,,,,,10
114,Cefepime,WaterBlank21,Blank,,,,55.121,,,,,,10
115,Cefepime,Sample_13332,Analyte,,0.92,1.31,26000.984,0.433,0,0.966,,bb,10
116,Cefepime,Sample_15136,Analyte,,0.81,5.24,22803.168,3.375,0,1.9398,,bb,10
117,Cefepime,Sample_1361,Analyte,,0.63,5.99,14572.088,1.868,0,2.5595,,bb,10
118,Cefepime,Sample_4135,Analyte,,,,95985.148,,,,,MM-,10
119,Cefepime,Sample_8305,Analyte,,0.85,7.166,28319.887,17.563,0,2.0304,,bb,10
120,Cefepime,WaterBlank22,Blank,,,,196.049,,,,,,10
121,Cefepime,QC2_10uMPOOL,Analyte,,0.75,270.501,37.166,525.429,7.278,327.3339,,bb,10
122,Cefepime,WaterBlank23,Blank,,,,,,,,,,10
123,Cefepime,WaterBlank24,Blank,,0.75,1.718,17.431,1.856,0.099,38.1781,,bb,10
124,Cefepime,WaterBlank25,Blank,,,,12.679,,,,,,10
125,Cefepime,Sample_4159,Analyte,,,,38302.035,,,,,,10
126,Cefepime,Sample_6491,Analyte,,,,19074.754,,,,,,10
127,Cefepime,Sample_5574,Analyte,,,,58461.988,,,,,,10
128,Cefepime,Sample_1158,Analyte,,,,27956.119,,,,,MM-,10
129,Cefepime,Sample_5333,Analyte,,,,55327.539,,,,,,10
130,Cefepime,Sample_11180,Analyte,,,,22181.33,,,,,,10
131,Cefepime,Sample_13357,Analyte,,0.69,1.993,41006.992,2.105,0,0.9508,,bb,10
132,Cefepime,Sample_15140,Analyte,,,,46579.809,,,,,,10
133,Cefepime,Sample_15134,Analyte,,,,27429.299,,,,,MM-,10
134,Cefepime,Sample_8304,Analyte,,0.94,4.923,73113.711,0.951,0,1.0994,,bb,10
135,Cefepime,WaterBlank26,Blank,,,,76.619,,,,,,10
136,Cefepime,WaterBlank27,Blank,,0.71,0.179,,0.67,,,,bb,10
137,Cefepime,Sample_11185,Analyte,,,,24842.893,,,,,,10
138,Cefepime,Sample_15158,Analyte,,,,26110.451,,,,,,10
139,Cefepime,Sample_13288,Analyte,,,,16664.934,,,,,MM-,10
140,Cefepime,Sample_1034,Analyte,,,,24064.23,,,,,MM-,10
141,Cefepime,Sample_9284,Analyte,,,,80696.258,,,,,MM-,10
142,Cefepime,Sample_4139,Analyte,,0.83,0.601,35234.344,1.835,0,0.6112,,bb,10
143,Cefepime,Sample_1159,Analyte,,,,18322.385,,,,,,10
144,Cefepime,Sample_5336,Analyte,,0.85,2.972,82725.734,1.054,0,0.8334,,bb,10
145,Cefepime,Sample_1160,Analyte,,,,109.199,,,,,MM-,10
146,Cefepime,Sample_1362,Analyte,,0.73,0.065,,0.39,,,,bb,10
147,Cefepime,WaterBlank28,Blank,,,,31.041,,,,,,10
148,Cefepime,WaterBlank29,Blank,,,,53.814,,,,,,10
149,Cefepime,Sample_8330,Analyte,,,,37730.41,,,,,MM-,10
150,Cefepime,Sample_11186,Analyte,,,,20312.977,,,,,,10
151,Cefepime,Sample_5572,Analyte,,,,44631.547,,,,,,10
152,Cefepime,Sample_13283,Analyte,,,,21985.393,,,,,,10
153,Cefepime,Sample_8331,Analyte,,,,52630.934,,,,,MM-,10
154,Cefepime,Sample_1038,Analyte,,0.83,0.281,36097.316,0.596,0,0.4544,,bb,10
155,Cefepime,Sample_6496,Analyte,,0.85,7.035,21698.15,3.441,0,2.2846,,bb,10
156,Cefepime,Sample_5551,Analyte,,,,82308.773,,,,,,10
157,Cefepime,Sample_13356,Analyte,,0.79,2.181,16826.762,1.283,0,1.4832,,bb,10
158,Cefepime,Sample_5549,Analyte,,,,69537.031,,,,,,10
